household_id,date,site,value
HH0077,16/01/21,Spotify,6
HH0077,18/01/21,TradeDesk,3
HH0077,19/01/21,Spotify,5
HH0077,22/01/21,Facebook,3
HH0077,22/01/21,Spotify,4
HH0077,24/01/21,TradeDesk,3
HH0077,24/01/21,Spotify,5
HH0077,26/01/21,TradeDesk,2
HH0077,26/01/21,Facebook,3
HH0077,28/01/21,Spotify,5
HH0077,29/01/21,Spotify,6
HH0077,30/01/21,Facebook,3
HH0077,31/01/21,Facebook,3
HH0077,01/02/21,Spotify,4
HH0077,02/02/21,Spotify,6
HH0077,03/02/21,TradeDesk,1
HH0077,04/02/21,Spotify,4
HH0077,06/02/21,TradeDesk,2
HH0077,07/02/21,Facebook,3
HH0077,07/02/21,Spotify,7
HH0077,09/02/21,Spotify,5
HH0077,10/02/21,Spotify,4
HH0077,11/02/21,Facebook,3
HH0077,12/02/21,Facebook,3
HH0077,14/02/21,Spotify,4
HH0077,15/02/21,TradeDesk,3
HH0077,16/02/21,TradeDesk,2
HH0077,16/02/21,Facebook,2
HH0077,17/02/21,TradeDesk,2
HH0077,18/02/21,Spotify,6
HH0077,19/02/21,Spotify,5
HH0077,20/02/21,TradeDesk,3
HH0077,20/02/21,Facebook,3
HH0077,20/02/21,Spotify,5
HH0077,23/02/21,TradeDesk,3
HH0077,23/02/21,Facebook,3
HH0077,23/02/21,Spotify,5
HH0077,25/02/21,Spotify,5
HH0077,26/02/21,Spotify,4
HH0078,02/01/21,TradeDesk,2
HH0078,02/01/21,Spotify,4
HH0078,03/01/21,TradeDesk,2
HH0078,05/01/21,Facebook,3
HH0078,05/01/21,Spotify,6
HH0078,06/01/21,TradeDesk,2
HH0078,06/01/21,Facebook,3
HH0078,07/01/21,TradeDesk,1
HH0078,08/01/21,TradeDesk,3
HH0078,08/01/21,Facebook,3
HH0078,09/01/21,Spotify,4
HH0078,10/01/21,TradeDesk,2
HH0078,10/01/21,Spotify,6
HH0078,11/01/21,TradeDesk,3
HH0078,11/01/21,Spotify,4
HH0078,12/01/21,TradeDesk,2
HH0078,13/01/21,TradeDesk,2
HH0078,16/01/21,TradeDesk,3
HH0078,17/01/21,Facebook,3
HH0078,17/01/21,Spotify,5
HH0078,22/01/21,Facebook,3
HH0078,23/01/21,TradeDesk,2
HH0078,23/01/21,Spotify,5
HH0078,25/01/21,TradeDesk,2
HH0078,26/01/21,Spotify,5
HH0078,27/01/21,Spotify,5
HH0078,29/01/21,Facebook,3
HH0078,29/01/21,Spotify,5
HH0078,31/01/21,TradeDesk,1
HH0078,31/01/21,Facebook,3
HH0078,01/02/21,TradeDesk,2
HH0078,01/02/21,Spotify,5
HH0078,02/02/21,Spotify,4
HH0078,03/02/21,Spotify,6
HH0078,04/02/21,TradeDesk,1
HH0078,06/02/21,TradeDesk,3
HH0078,06/02/21,Spotify,5
HH0078,07/02/21,TradeDesk,1
HH0078,09/02/21,TradeDesk,2
HH0078,10/02/21,TradeDesk,3
HH0078,12/02/21,TradeDesk,2
HH0078,12/02/21,Spotify,6
HH0078,13/02/21,Facebook,3
HH0078,13/02/21,Spotify,4
HH0078,15/02/21,TradeDesk,2
HH0078,16/02/21,Spotify,6
HH0078,17/02/21,Spotify,3
HH0078,18/02/21,Facebook,3
HH0078,19/02/21,Facebook,3
HH0078,19/02/21,Spotify,5
HH0078,20/02/21,Facebook,4
HH0078,20/02/21,Spotify,5
HH0078,21/02/21,TradeDesk,2
HH0078,21/02/21,Spotify,7
HH0078,22/02/21,TradeDesk,1
HH0078,22/02/21,Spotify,6
HH0078,24/02/21,Facebook,3
HH0078,26/02/21,Spotify,5
HH0079,02/01/21,Spotify,4
HH0079,03/01/21,Facebook,3
HH0079,03/01/21,Spotify,6
HH0079,04/01/21,Spotify,5
HH0079,05/01/21,Facebook,3
HH0079,06/01/21,Facebook,3
HH0079,06/01/21,Spotify,4
HH0079,07/01/21,Facebook,3
HH0079,08/01/21,TradeDesk,1
HH0079,09/01/21,Spotify,7
HH0079,11/01/21,Spotify,4
HH0079,13/01/21,Spotify,6
HH0079,14/01/21,Spotify,4
HH0079,15/01/21,Spotify,4
HH0079,16/01/21,Facebook,3
HH0079,17/01/21,TradeDesk,2
HH0079,18/01/21,Facebook,4
HH0079,18/01/21,Spotify,6
HH0079,20/01/21,TradeDesk,1
HH0079,21/01/21,TradeDesk,3
HH0079,21/01/21,Spotify,5
HH0079,23/01/21,Spotify,5
HH0079,26/01/21,Spotify,3
HH0079,27/01/21,TradeDesk,3
HH0079,27/01/21,Spotify,4
HH0079,28/01/21,TradeDesk,2
HH0079,28/01/21,Spotify,5
HH0079,30/01/21,TradeDesk,2
HH0079,31/01/21,Spotify,4
HH0079,01/02/21,Spotify,4
HH0079,02/02/21,Spotify,4
HH0079,03/02/21,Spotify,6
HH0079,07/02/21,Facebook,3
HH0079,07/02/21,Spotify,4
HH0079,09/02/21,TradeDesk,2
HH0079,09/02/21,Facebook,3
HH0079,09/02/21,Spotify,4
HH0079,10/02/21,TradeDesk,2
HH0079,10/02/21,Spotify,5
HH0079,11/02/21,TradeDesk,3
HH0079,14/02/21,Spotify,5
HH0079,16/02/21,TradeDesk,2
HH0079,16/02/21,Facebook,3
HH0079,16/02/21,Spotify,4
HH0079,17/02/21,TradeDesk,2
HH0079,17/02/21,Spotify,4
HH0079,18/02/21,Spotify,5
HH0079,19/02/21,Facebook,3
HH0079,20/02/21,TradeDesk,1
HH0079,21/02/21,Spotify,7
HH0079,22/02/21,TradeDesk,2
HH0079,22/02/21,Facebook,3
HH0079,23/02/21,Spotify,5
HH0079,24/02/21,TradeDesk,2
HH0079,25/02/21,TradeDesk,3
HH0079,26/02/21,Spotify,5
HH0080,01/01/21,Spotify,4
HH0080,02/01/21,TradeDesk,1
HH0080,02/01/21,Spotify,6
HH0080,03/01/21,Facebook,4
HH0080,03/01/21,Spotify,6
HH0080,05/01/21,Facebook,3
HH0080,08/01/21,TradeDesk,1
HH0080,09/01/21,TradeDesk,2
HH0080,09/01/21,Spotify,5
HH0080,10/01/21,Facebook,3
HH0080,10/01/21,Spotify,6
HH0080,11/01/21,TradeDesk,2
HH0080,12/01/21,Spotify,4
HH0080,13/01/21,Spotify,6
HH0080,14/01/21,TradeDesk,2
HH0080,15/01/21,TradeDesk,2
HH0080,18/01/21,TradeDesk,2
HH0080,20/01/21,Facebook,3
HH0080,20/01/21,Spotify,4
HH0080,21/01/21,TradeDesk,2
HH0080,22/01/21,TradeDesk,2
HH0080,22/01/21,Facebook,2
HH0080,24/01/21,Spotify,4
HH0080,26/01/21,TradeDesk,1
HH0080,26/01/21,Spotify,4
HH0080,30/01/21,Spotify,5
HH0080,01/02/21,Spotify,5
HH0080,02/02/21,TradeDesk,1
HH0080,03/02/21,TradeDesk,2
HH0080,03/02/21,Facebook,3
HH0080,03/02/21,Spotify,4
HH0080,04/02/21,TradeDesk,2
HH0080,05/02/21,Spotify,5
HH0080,06/02/21,Facebook,3
HH0080,06/02/21,Spotify,5
HH0080,07/02/21,Facebook,3
HH0080,08/02/21,Spotify,5
HH0080,09/02/21,TradeDesk,3
HH0080,10/02/21,Facebook,3
HH0080,11/02/21,TradeDesk,2
HH0080,12/02/21,TradeDesk,2
HH0080,12/02/21,Facebook,3
HH0080,12/02/21,Spotify,4
HH0080,13/02/21,Facebook,3
HH0080,14/02/21,TradeDesk,2
HH0080,14/02/21,Facebook,3
HH0080,16/02/21,Facebook,3
HH0080,17/02/21,Spotify,5
HH0080,18/02/21,TradeDesk,1
HH0080,19/02/21,TradeDesk,3
HH0080,19/02/21,Facebook,3
HH0080,19/02/21,Spotify,6
HH0080,20/02/21,TradeDesk,3
HH0080,22/02/21,Facebook,3
HH0080,22/02/21,Spotify,6
HH0080,23/02/21,TradeDesk,2
HH0080,24/02/21,Facebook,3
HH0080,24/02/21,Spotify,6
HH0080,25/02/21,Spotify,4
HH0080,26/02/21,Spotify,6
HH0081,02/01/21,Facebook,3
HH0081,02/01/21,Spotify,5
HH0081,03/01/21,Facebook,3
HH0081,04/01/21,TradeDesk,2
HH0081,05/01/21,Spotify,4
HH0081,07/01/21,Facebook,3
HH0081,07/01/21,Spotify,6
HH0081,10/01/21,TradeDesk,2
HH0081,10/01/21,Spotify,2
HH0081,12/01/21,Facebook,3
HH0081,13/01/21,Spotify,4
HH0081,14/01/21,TradeDesk,2
HH0081,15/01/21,Facebook,3
HH0081,16/01/21,Spotify,5
HH0081,17/01/21,Facebook,3
HH0081,18/01/21,TradeDesk,2
HH0081,19/01/21,TradeDesk,2
HH0081,19/01/21,Spotify,4
HH0081,20/01/21,Facebook,3
HH0081,21/01/21,TradeDesk,3
HH0081,21/01/21,Facebook,3
HH0081,21/01/21,Spotify,4
HH0081,22/01/21,Spotify,5
HH0081,23/01/21,TradeDesk,2
HH0081,23/01/21,Facebook,3
HH0081,25/01/21,Spotify,5
HH0081,27/01/21,TradeDesk,2
HH0081,28/01/21,Facebook,3
HH0081,28/01/21,Spotify,4
HH0081,29/01/21,Spotify,5
HH0081,30/01/21,TradeDesk,2
HH0081,31/01/21,TradeDesk,2
HH0081,01/02/21,Facebook,3
HH0081,02/02/21,Spotify,5
HH0081,04/02/21,TradeDesk,2
HH0081,05/02/21,Spotify,4
HH0081,08/02/21,Spotify,4
HH0081,09/02/21,Facebook,3
HH0081,09/02/21,Spotify,6
HH0081,10/02/21,TradeDesk,1
HH0081,10/02/21,Facebook,3
HH0081,12/02/21,Spotify,4
HH0081,13/02/21,Facebook,3
HH0081,14/02/21,Facebook,3
HH0081,14/02/21,Spotify,6
HH0081,15/02/21,Spotify,8
HH0081,16/02/21,TradeDesk,2
HH0081,16/02/21,Spotify,6
HH0081,18/02/21,Spotify,3
HH0081,19/02/21,TradeDesk,2
HH0081,21/02/21,TradeDesk,2
HH0081,21/02/21,Facebook,2
HH0081,22/02/21,Facebook,3
HH0081,22/02/21,Spotify,5
HH0081,23/02/21,TradeDesk,1
HH0081,23/02/21,Facebook,3
HH0081,24/02/21,Facebook,3
HH0081,26/02/21,TradeDesk,1
HH0081,26/02/21,Facebook,3
HH0082,01/01/21,TradeDesk,1
HH0082,01/01/21,Spotify,5
HH0082,02/01/21,TradeDesk,2
HH0082,03/01/21,Facebook,3
HH0082,04/01/21,TradeDesk,2
HH0082,04/01/21,Spotify,4
HH0082,05/01/21,TradeDesk,2
HH0082,05/01/21,Facebook,3
HH0082,05/01/21,Spotify,3
HH0082,06/01/21,Facebook,3
HH0082,07/01/21,Facebook,2
HH0082,07/01/21,Spotify,6
HH0082,09/01/21,TradeDesk,1
HH0082,09/01/21,Spotify,8
HH0082,10/01/21,Spotify,2
HH0082,11/01/21,TradeDesk,2
HH0082,11/01/21,Facebook,3
HH0082,11/01/21,Spotify,5
HH0082,12/01/21,TradeDesk,1
HH0082,12/01/21,Spotify,6
HH0082,13/01/21,TradeDesk,2
HH0082,13/01/21,Spotify,6
HH0082,14/01/21,Spotify,4
HH0082,15/01/21,Spotify,5
HH0082,16/01/21,Facebook,3
HH0082,16/01/21,Spotify,4
HH0082,18/01/21,TradeDesk,3
HH0082,20/01/21,Facebook,3
HH0082,20/01/21,Spotify,5
HH0082,22/01/21,Facebook,3
HH0082,23/01/21,TradeDesk,2
HH0082,24/01/21,Facebook,3
HH0082,25/01/21,Facebook,3
HH0082,25/01/21,Spotify,3
HH0082,26/01/21,Spotify,5
HH0082,27/01/21,Facebook,3
HH0082,29/01/21,TradeDesk,2
HH0082,30/01/21,Facebook,3
HH0082,01/02/21,Spotify,7
HH0082,03/02/21,TradeDesk,2
HH0082,06/02/21,Spotify,5
HH0082,07/02/21,TradeDesk,2
HH0082,08/02/21,TradeDesk,3
HH0082,10/02/21,TradeDesk,2
HH0082,10/02/21,Spotify,5
HH0082,11/02/21,TradeDesk,1
HH0082,11/02/21,Facebook,3
HH0082,11/02/21,Spotify,4
HH0082,14/02/21,Facebook,3
HH0082,14/02/21,Spotify,5
HH0082,15/02/21,TradeDesk,2
HH0082,15/02/21,Facebook,3
HH0082,16/02/21,TradeDesk,2
HH0082,20/02/21,TradeDesk,2
HH0082,20/02/21,Facebook,3
HH0082,22/02/21,TradeDesk,2
HH0082,22/02/21,Spotify,3
HH0082,24/02/21,Facebook,3
HH0082,25/02/21,Spotify,5
HH0082,26/02/21,Facebook,3
HH0083,01/01/21,TradeDesk,1
HH0083,02/01/21,Facebook,3
HH0083,04/01/21,Spotify,3
HH0083,05/01/21,Spotify,7
HH0083,06/01/21,Spotify,5
HH0083,07/01/21,Facebook,3
HH0083,08/01/21,Facebook,3
HH0083,08/01/21,Spotify,5
HH0083,09/01/21,Facebook,2
HH0083,10/01/21,Spotify,5
HH0083,11/01/21,TradeDesk,2
HH0083,12/01/21,Facebook,3
HH0083,16/01/21,TradeDesk,3
HH0083,16/01/21,Facebook,3
HH0083,17/01/21,Spotify,5
HH0083,18/01/21,TradeDesk,2
HH0083,18/01/21,Facebook,3
HH0083,18/01/21,Spotify,5
HH0083,19/01/21,TradeDesk,2
HH0083,19/01/21,Spotify,4
HH0083,20/01/21,TradeDesk,3
HH0083,20/01/21,Facebook,3
HH0083,20/01/21,Spotify,5
HH0083,21/01/21,TradeDesk,2
HH0083,22/01/21,Spotify,4
HH0083,25/01/21,TradeDesk,2
HH0083,26/01/21,Spotify,5
HH0083,27/01/21,TradeDesk,2
HH0083,28/01/21,Spotify,4
HH0083,30/01/21,Facebook,3
HH0083,30/01/21,Spotify,6
HH0083,31/01/21,Spotify,4
HH0083,01/02/21,Spotify,6
HH0083,02/02/21,Spotify,6
HH0083,03/02/21,TradeDesk,1
HH0083,04/02/21,TradeDesk,2
HH0083,04/02/21,Facebook,3
HH0083,05/02/21,TradeDesk,2
HH0083,06/02/21,TradeDesk,2
HH0083,06/02/21,Spotify,4
HH0083,07/02/21,Spotify,5
HH0083,08/02/21,TradeDesk,2
HH0083,08/02/21,Spotify,6
HH0083,09/02/21,Facebook,3
HH0083,11/02/21,Facebook,2
HH0083,11/02/21,Spotify,7
HH0083,13/02/21,Facebook,3
HH0083,14/02/21,Spotify,5
HH0083,15/02/21,TradeDesk,3
HH0083,16/02/21,Spotify,6
HH0083,17/02/21,TradeDesk,2
HH0083,17/02/21,Spotify,5
HH0083,19/02/21,TradeDesk,1
HH0083,19/02/21,Facebook,3
HH0083,19/02/21,Spotify,6
HH0083,20/02/21,TradeDesk,3
HH0083,20/02/21,Spotify,5
HH0083,21/02/21,Spotify,5
HH0083,22/02/21,Facebook,2
HH0083,23/02/21,TradeDesk,2
HH0083,24/02/21,TradeDesk,2
HH0083,24/02/21,Facebook,3
HH0083,24/02/21,Spotify,5
HH0083,25/02/21,Facebook,3
HH0083,26/02/21,TradeDesk,1
HH0083,26/02/21,Spotify,6
HH0084,01/01/21,TradeDesk,1
HH0084,01/01/21,Facebook,3
HH0084,02/01/21,TradeDesk,2
HH0084,02/01/21,Spotify,5
HH0084,03/01/21,Facebook,3
HH0084,03/01/21,Spotify,5
HH0084,04/01/21,Facebook,3
HH0084,06/01/21,TradeDesk,2
HH0084,07/01/21,Facebook,3
HH0084,10/01/21,TradeDesk,1
HH0084,10/01/21,Facebook,3
HH0084,10/01/21,Spotify,5
HH0084,11/01/21,TradeDesk,2
HH0084,12/01/21,TradeDesk,3
HH0084,12/01/21,Spotify,4
HH0084,13/01/21,Spotify,4
HH0084,14/01/21,TradeDesk,2
HH0084,14/01/21,Spotify,5
HH0084,15/01/21,Facebook,3
HH0084,16/01/21,Facebook,2
HH0084,17/01/21,Facebook,3
HH0084,18/01/21,TradeDesk,1
HH0084,19/01/21,Facebook,3
HH0084,20/01/21,Facebook,2
HH0084,20/01/21,Spotify,6
HH0084,21/01/21,TradeDesk,3
HH0084,21/01/21,Spotify,6
HH0084,22/01/21,Facebook,3
HH0084,22/01/21,Spotify,5
HH0084,24/01/21,TradeDesk,3
HH0084,24/01/21,Spotify,4
HH0084,25/01/21,TradeDesk,3
HH0084,26/01/21,Spotify,7
HH0084,27/01/21,TradeDesk,3
HH0084,28/01/21,Spotify,5
HH0084,29/01/21,Spotify,5
HH0084,31/01/21,TradeDesk,2
HH0084,31/01/21,Facebook,3
HH0084,31/01/21,Spotify,3
HH0084,07/02/21,Spotify,6
HH0084,08/02/21,TradeDesk,2
HH0084,09/02/21,TradeDesk,3
HH0084,09/02/21,Spotify,6
HH0084,10/02/21,Spotify,6
HH0084,11/02/21,TradeDesk,2
HH0084,11/02/21,Spotify,5
HH0084,12/02/21,TradeDesk,2
HH0084,12/02/21,Facebook,3
HH0084,14/02/21,TradeDesk,3
HH0084,15/02/21,Facebook,4
HH0084,16/02/21,TradeDesk,2
HH0084,18/02/21,TradeDesk,2
HH0084,20/02/21,Facebook,3
HH0084,22/02/21,TradeDesk,2
HH0084,22/02/21,Facebook,3
HH0084,24/02/21,TradeDesk,3
HH0084,26/02/21,TradeDesk,2
HH0084,26/02/21,Facebook,3
HH0085,03/01/21,TradeDesk,2
HH0085,04/01/21,TradeDesk,2
HH0085,05/01/21,TradeDesk,3
HH0085,05/01/21,Spotify,5
HH0085,06/01/21,TradeDesk,2
HH0085,06/01/21,Spotify,5
HH0085,07/01/21,TradeDesk,1
HH0085,08/01/21,Spotify,4
HH0085,10/01/21,TradeDesk,3
HH0085,11/01/21,TradeDesk,2
HH0085,11/01/21,Facebook,2
HH0085,11/01/21,Spotify,6
HH0085,12/01/21,Spotify,7
HH0085,13/01/21,Facebook,3
HH0085,14/01/21,TradeDesk,1
HH0085,14/01/21,Spotify,4
HH0085,15/01/21,Spotify,4
HH0085,16/01/21,Facebook,3
HH0085,16/01/21,Spotify,5
HH0085,19/01/21,Spotify,6
HH0085,20/01/21,Facebook,3
HH0085,21/01/21,Facebook,3
HH0085,22/01/21,TradeDesk,1
HH0085,24/01/21,TradeDesk,1
HH0085,24/01/21,Spotify,5
HH0085,26/01/21,TradeDesk,1
HH0085,27/01/21,Spotify,4
HH0085,28/01/21,TradeDesk,2
HH0085,28/01/21,Spotify,4
HH0085,29/01/21,TradeDesk,1
HH0085,29/01/21,Spotify,6
HH0085,30/01/21,Spotify,6
HH0085,02/02/21,TradeDesk,2
HH0085,02/02/21,Spotify,5
HH0085,03/02/21,TradeDesk,2
HH0085,04/02/21,TradeDesk,2
HH0085,05/02/21,TradeDesk,2
HH0085,05/02/21,Facebook,3
HH0085,05/02/21,Spotify,5
HH0085,06/02/21,Spotify,5
HH0085,08/02/21,Facebook,3
HH0085,09/02/21,TradeDesk,3
HH0085,10/02/21,Spotify,3
HH0085,11/02/21,Facebook,3
HH0085,11/02/21,Spotify,5
HH0085,13/02/21,Spotify,5
HH0085,14/02/21,Facebook,3
HH0085,16/02/21,TradeDesk,1
HH0085,16/02/21,Facebook,3
HH0085,17/02/21,TradeDesk,2
HH0085,18/02/21,Spotify,6
HH0085,19/02/21,TradeDesk,2
HH0085,21/02/21,TradeDesk,2
HH0085,22/02/21,Spotify,7
HH0085,24/02/21,Spotify,5
HH0085,25/02/21,Spotify,5
HH0085,26/02/21,TradeDesk,2
HH0086,01/01/21,TradeDesk,3
HH0086,02/01/21,Facebook,4
HH0086,03/01/21,Spotify,3
HH0086,04/01/21,Facebook,4
HH0086,05/01/21,Spotify,6
HH0086,06/01/21,Facebook,3
HH0086,06/01/21,Spotify,4
HH0086,07/01/21,TradeDesk,2
HH0086,07/01/21,Spotify,4
HH0086,08/01/21,TradeDesk,1
HH0086,08/01/21,Facebook,2
HH0086,10/01/21,Facebook,3
HH0086,12/01/21,TradeDesk,2
HH0086,13/01/21,Facebook,3
HH0086,14/01/21,Facebook,3
HH0086,15/01/21,TradeDesk,2
HH0086,16/01/21,Facebook,3
HH0086,16/01/21,Spotify,6
HH0086,17/01/21,Facebook,3
HH0086,17/01/21,Spotify,4
HH0086,18/01/21,TradeDesk,2
HH0086,19/01/21,TradeDesk,3
HH0086,19/01/21,Facebook,3
HH0086,20/01/21,Facebook,2
HH0086,20/01/21,Spotify,5
HH0086,21/01/21,Spotify,3
HH0086,22/01/21,Spotify,4
HH0086,24/01/21,Facebook,3
HH0086,27/01/21,Facebook,3
HH0086,27/01/21,Spotify,5
HH0086,28/01/21,Spotify,4
HH0086,29/01/21,TradeDesk,2
HH0086,29/01/21,Facebook,4
HH0086,29/01/21,Spotify,4
HH0086,30/01/21,Spotify,5
HH0086,01/02/21,Facebook,3
HH0086,02/02/21,TradeDesk,2
HH0086,04/02/21,TradeDesk,2
HH0086,07/02/21,Spotify,3
HH0086,08/02/21,TradeDesk,2
HH0086,08/02/21,Facebook,3
HH0086,09/02/21,TradeDesk,1
HH0086,09/02/21,Spotify,4
HH0086,10/02/21,TradeDesk,2
HH0086,12/02/21,TradeDesk,3
HH0086,14/02/21,TradeDesk,1
HH0086,14/02/21,Facebook,3
HH0086,14/02/21,Spotify,5
HH0086,15/02/21,Facebook,3
HH0086,17/02/21,Facebook,3
HH0086,17/02/21,Spotify,3
HH0086,18/02/21,Facebook,3
HH0086,18/02/21,Spotify,5
HH0086,19/02/21,TradeDesk,1
HH0086,19/02/21,Facebook,3
HH0086,20/02/21,Facebook,3
HH0086,21/02/21,Facebook,3
HH0086,22/02/21,Spotify,5
HH0086,23/02/21,Spotify,6
HH0086,25/02/21,Spotify,5
HH0086,26/02/21,TradeDesk,2
HH0087,01/01/21,Spotify,4
HH0087,03/01/21,Spotify,7
HH0087,05/01/21,TradeDesk,2
HH0087,05/01/21,Spotify,4
HH0087,07/01/21,TradeDesk,3
HH0087,07/01/21,Facebook,3
HH0087,08/01/21,TradeDesk,1
HH0087,09/01/21,TradeDesk,2
HH0087,10/01/21,Facebook,3
HH0087,10/01/21,Spotify,4
HH0087,11/01/21,TradeDesk,1
HH0087,11/01/21,Facebook,3
HH0087,12/01/21,Facebook,3
HH0087,13/01/21,Spotify,5
HH0087,14/01/21,Facebook,3
HH0087,14/01/21,Spotify,6
HH0087,15/01/21,TradeDesk,2
HH0087,16/01/21,Facebook,3
HH0087,16/01/21,Spotify,4
HH0087,17/01/21,Spotify,7
HH0087,18/01/21,TradeDesk,3
HH0087,18/01/21,Facebook,4
HH0087,20/01/21,Facebook,3
HH0087,21/01/21,TradeDesk,3
HH0087,21/01/21,Facebook,3
HH0087,22/01/21,TradeDesk,2
HH0087,22/01/21,Facebook,3
HH0087,22/01/21,Spotify,7
HH0087,23/01/21,TradeDesk,2
HH0087,25/01/21,TradeDesk,2
HH0087,25/01/21,Spotify,4
HH0087,27/01/21,TradeDesk,2
HH0087,27/01/21,Spotify,5
HH0087,28/01/21,Spotify,5
HH0087,30/01/21,TradeDesk,3
HH0087,31/01/21,Spotify,8
HH0087,02/02/21,Facebook,3
HH0087,02/02/21,Spotify,3
HH0087,03/02/21,Facebook,3
HH0087,03/02/21,Spotify,4
HH0087,04/02/21,Facebook,3
HH0087,05/02/21,Facebook,3
HH0087,06/02/21,TradeDesk,2
HH0087,06/02/21,Facebook,3
HH0087,07/02/21,TradeDesk,3
HH0087,07/02/21,Facebook,3
HH0087,07/02/21,Spotify,4
HH0087,08/02/21,Facebook,3
HH0087,08/02/21,Spotify,5
HH0087,09/02/21,Spotify,7
HH0087,10/02/21,Facebook,3
HH0087,10/02/21,Spotify,5
HH0087,11/02/21,TradeDesk,2
HH0087,12/02/21,Facebook,3
HH0087,14/02/21,Facebook,3
HH0087,15/02/21,Spotify,5
HH0087,16/02/21,TradeDesk,2
HH0087,18/02/21,Spotify,4
HH0087,19/02/21,Facebook,2
HH0087,19/02/21,Spotify,6
HH0087,20/02/21,Facebook,3
HH0087,21/02/21,TradeDesk,1
HH0087,21/02/21,Facebook,3
HH0087,21/02/21,Spotify,5
HH0087,22/02/21,TradeDesk,1
HH0087,25/02/21,Spotify,4
HH0087,26/02/21,TradeDesk,2
HH0087,26/02/21,Facebook,3
HH0088,01/01/21,TradeDesk,2
HH0088,02/01/21,TradeDesk,2
HH0088,02/01/21,Spotify,4
HH0088,03/01/21,Spotify,4
HH0088,05/01/21,Spotify,4
HH0088,06/01/21,TradeDesk,1
HH0088,06/01/21,Facebook,3
HH0088,06/01/21,Spotify,6
HH0088,09/01/21,TradeDesk,1
HH0088,10/01/21,Spotify,7
HH0088,12/01/21,Facebook,3
HH0088,12/01/21,Spotify,4
HH0088,14/01/21,Facebook,2
HH0088,16/01/21,Facebook,3
HH0088,16/01/21,Spotify,4
HH0088,18/01/21,TradeDesk,2
HH0088,20/01/21,Spotify,4
HH0088,23/01/21,Facebook,3
HH0088,24/01/21,TradeDesk,2
HH0088,26/01/21,Spotify,4
HH0088,27/01/21,Facebook,3
HH0088,28/01/21,Facebook,3
HH0088,29/01/21,TradeDesk,2
HH0088,29/01/21,Facebook,2
HH0088,31/01/21,Facebook,3
HH0088,03/02/21,TradeDesk,1
HH0088,03/02/21,Facebook,3
HH0088,04/02/21,TradeDesk,2
HH0088,04/02/21,Facebook,3
HH0088,04/02/21,Spotify,5
HH0088,05/02/21,TradeDesk,2
HH0088,05/02/21,Spotify,5
HH0088,06/02/21,Spotify,6
HH0088,07/02/21,Facebook,3
HH0088,08/02/21,Spotify,6
HH0088,09/02/21,TradeDesk,2
HH0088,09/02/21,Spotify,5
HH0088,10/02/21,Facebook,3
HH0088,10/02/21,Spotify,5
HH0088,11/02/21,TradeDesk,1
HH0088,11/02/21,Spotify,3
HH0088,12/02/21,TradeDesk,2
HH0088,12/02/21,Spotify,4
HH0088,14/02/21,Facebook,3
HH0088,14/02/21,Spotify,6
HH0088,15/02/21,TradeDesk,2
HH0088,15/02/21,Spotify,6
HH0088,16/02/21,TradeDesk,2
HH0088,17/02/21,Spotify,5
HH0088,18/02/21,Spotify,5
HH0088,19/02/21,Spotify,4
HH0088,20/02/21,Spotify,5
HH0088,21/02/21,Spotify,3
HH0088,23/02/21,TradeDesk,2
HH0088,23/02/21,Facebook,3
HH0088,23/02/21,Spotify,5
HH0088,24/02/21,Facebook,3
HH0088,24/02/21,Spotify,4
HH0088,26/02/21,TradeDesk,2
HH0088,26/02/21,Spotify,6
HH0089,01/01/21,TradeDesk,1
HH0089,04/01/21,TradeDesk,1
HH0089,07/01/21,TradeDesk,2
HH0089,07/01/21,Spotify,4
HH0089,08/01/21,Facebook,3
HH0089,09/01/21,Spotify,5
HH0089,10/01/21,Facebook,3
HH0089,11/01/21,Facebook,3
HH0089,11/01/21,Spotify,6
HH0089,12/01/21,Spotify,5
HH0089,14/01/21,Facebook,3
HH0089,14/01/21,Spotify,7
HH0089,15/01/21,Spotify,3
HH0089,16/01/21,Spotify,6
HH0089,17/01/21,Facebook,3
HH0089,18/01/21,TradeDesk,1
HH0089,18/01/21,Facebook,3
HH0089,19/01/21,Spotify,5
HH0089,20/01/21,Spotify,3
HH0089,21/01/21,Spotify,5
HH0089,22/01/21,Spotify,5
HH0089,23/01/21,Facebook,3
HH0089,23/01/21,Spotify,6
HH0089,24/01/21,TradeDesk,2
HH0089,24/01/21,Facebook,3
HH0089,25/01/21,TradeDesk,1
HH0089,26/01/21,Spotify,4
HH0089,28/01/21,Spotify,6
HH0089,29/01/21,TradeDesk,1
HH0089,30/01/21,TradeDesk,1
HH0089,30/01/21,Spotify,5
HH0089,31/01/21,TradeDesk,2
HH0089,31/01/21,Spotify,5
HH0089,01/02/21,Facebook,3
HH0089,03/02/21,TradeDesk,2
HH0089,03/02/21,Spotify,4
HH0089,04/02/21,TradeDesk,2
HH0089,04/02/21,Facebook,3
HH0089,06/02/21,Facebook,3
HH0089,07/02/21,TradeDesk,2
HH0089,07/02/21,Spotify,6
HH0089,08/02/21,TradeDesk,1
HH0089,10/02/21,Spotify,6
HH0089,11/02/21,Spotify,5
HH0089,12/02/21,TradeDesk,2
HH0089,12/02/21,Facebook,3
HH0089,12/02/21,Spotify,5
HH0089,13/02/21,TradeDesk,2
